Ocean,Country,Depth_M,Percent_Bleaching,Temperature_Mean,Temperature_MIN,Temperature_MAX,Year_Month
Red Sea,Egypt,6.0,0.0,25.390000000000043,293.4,304.41,2007-06
Red Sea,Egypt,4.0,0.0,25.390000000000043,293.4,304.41,2005-09
Red Sea,Egypt,3.5,0.0,25.390000000000043,293.4,304.41,2010-02
Red Sea,Egypt,8.5,0.0,25.390000000000043,293.4,304.41,2010-02
Red Sea,Egypt,3.5,0.0,25.390000000000043,293.4,304.41,2012-02
Red Sea,Egypt,8.5,0.0,25.390000000000043,293.4,304.41,2012-02
Red Sea,Egypt,3.5,0.0,25.390000000000043,293.4,304.41,2015-06
Red Sea,Egypt,8.5,0.0,25.390000000000043,293.4,304.41,2015-06
Red Sea,Egypt,6.0,0.0,25.370000000000005,293.45,304.36,2004-05
Red Sea,Egypt,12.0,0.0,25.370000000000005,293.45,304.36,2004-05
Red Sea,Egypt,5.0,0.0,25.370000000000005,293.45,304.36,2005-03
Red Sea,Egypt,5.0,0.0,25.370000000000005,293.45,304.36,2007-10
Red Sea,Egypt,11.0,0.0,25.370000000000005,293.45,304.36,2007-10
Red Sea,Egypt,5.0,0.0,25.340000000000032,292.86,304.5,2005-09
Red Sea,Egypt,8.5,0.0,25.340000000000032,292.86,304.5,2010-02
Red Sea,Egypt,3.5,0.0,25.340000000000032,292.86,304.5,2010-02
Red Sea,Egypt,8.5,0.0,25.340000000000032,292.86,304.5,2012-02
Red Sea,Egypt,3.5,0.0,25.340000000000032,292.86,304.5,2012-02
Red Sea,Egypt,3.5,0.0,25.370000000000005,292.86,304.5,2019-08
Red Sea,Egypt,8.5,0.0,25.370000000000005,292.86,304.5,2019-08
Red Sea,Egypt,3.5,0.0,25.340000000000032,292.86,304.5,2017-05
Red Sea,Egypt,8.5,0.0,25.340000000000032,292.86,304.5,2017-05
Red Sea,Egypt,3.5,0.0,25.340000000000032,292.86,304.5,2011-11
Red Sea,Egypt,8.0,0.0,25.340000000000032,292.86,304.5,2009-12
Red Sea,Egypt,8.5,0.0,25.340000000000032,292.86,304.5,2013-06
Red Sea,Egypt,8.5,0.0,25.340000000000032,292.86,304.5,2011-11
Red Sea,Egypt,3.5,0.0,25.340000000000032,292.86,304.5,2013-02
Red Sea,Egypt,3.5,0.0,25.340000000000032,292.86,304.5,2013-06
Red Sea,Egypt,3.5,0.0,25.340000000000032,292.86,304.5,2015-06
Red Sea,Egypt,8.5,0.0,25.340000000000032,292.86,304.5,2015-06
Red Sea,Egypt,3.5,0.0,25.340000000000032,292.86,304.5,2009-12
Red Sea,Egypt,5.0,0.0,25.33000000000004,292.89,304.7,2008-06
Red Sea,Egypt,10.0,0.0,25.33000000000004,292.89,304.7,2008-06
Red Sea,Egypt,8.5,0.0,25.360000000000014,292.89,304.7,2019-08
Red Sea,Egypt,3.5,0.0,25.360000000000014,292.89,304.7,2019-08
Red Sea,Egypt,8.5,0.0,25.33000000000004,292.89,304.7,2017-06
Red Sea,Egypt,3.5,0.0,25.33000000000004,292.89,304.7,2017-06
Red Sea,Egypt,8.5,0.0,25.33000000000004,292.89,304.7,2015-06
Red Sea,Egypt,3.5,0.0,25.33000000000004,292.89,304.7,2015-06
Red Sea,Egypt,8.5,0.0,25.33000000000004,292.89,304.7,2013-06
Red Sea,Egypt,3.5,0.0,25.33000000000004,292.89,304.7,2013-06
Red Sea,Egypt,8.5,0.0,25.33000000000004,292.89,304.7,2011-11
Red Sea,Egypt,3.5,0.0,25.33000000000004,292.89,304.7,2011-11
Red Sea,Egypt,3.5,0.0,25.33000000000004,292.89,304.7,2009-02
Red Sea,Egypt,7.5,0.0,25.33000000000004,292.89,304.7,2009-02
Red Sea,Egypt,8.5,0.0,25.340000000000032,292.9,304.29,2010-02
Red Sea,Egypt,5.0,0.0,25.340000000000032,292.9,304.29,2012-02
Red Sea,Egypt,5.0,0.0,25.340000000000032,292.9,304.29,2010-02
Red Sea,Egypt,8.5,0.0,25.340000000000032,292.9,304.29,2012-02
Red Sea,Egypt,3.5,0.0,25.310000000000002,292.54,304.46,2019-08
Red Sea,Egypt,8.5,0.0,25.310000000000002,292.54,304.46,2019-08
Red Sea,Egypt,8.5,0.0,25.28000000000003,292.54,304.46,2013-06
Red Sea,Egypt,3.5,0.0,25.28000000000003,292.54,304.46,2017-05
Red Sea,Egypt,3.5,0.0,25.28000000000003,292.54,304.46,2013-06
Red Sea,Egypt,8.5,0.0,25.28000000000003,292.54,304.46,2011-11
Red Sea,Egypt,3.5,0.0,25.28000000000003,292.54,304.46,2011-11
Red Sea,Egypt,8.5,0.0,25.28000000000003,292.54,304.46,2009-12
Red Sea,Egypt,3.0,0.0,25.28000000000003,292.54,304.46,2009-12
Red Sea,Egypt,8.5,0.0,25.28000000000003,292.54,304.46,2017-05
Red Sea,Egypt,6.0,0.0,25.230000000000018,292.91,304.39,2014-05
Red Sea,Egypt,7.5,0.0,25.230000000000018,293.05,304.49,2004-05
Red Sea,Egypt,5.0,0.0,25.060000000000002,293.32,304.26,2008-06
Red Sea,Egypt,10.0,0.0,25.060000000000002,293.32,304.26,2008-06
Red Sea,Egypt,5.0,0.0,25.04000000000002,291.63,304.26,2014-12
Red Sea,Egypt,10.0,0.0,25.04000000000002,291.63,304.26,2014-12
Red Sea,Egypt,10.0,0.0,24.99000000000001,292.07,304.0,2009-06
Red Sea,Egypt,10.0,0.0,24.99000000000001,292.07,304.0,2008-03
Red Sea,Egypt,5.0,0.0,24.99000000000001,292.07,304.0,2009-06
Red Sea,Egypt,5.0,0.0,24.99000000000001,292.07,304.0,2008-03
Red Sea,Egypt,10.0,0.0,25.0,292.54,303.76,2009-03
Red Sea,Egypt,5.0,0.0,24.970000000000027,293.1,303.83,2008-06
Red Sea,Egypt,10.0,0.0,24.970000000000027,293.1,303.83,2008-06
Red Sea,Egypt,5.0,0.0,24.970000000000027,292.58,303.51,2008-06
Red Sea,Egypt,10.0,0.0,24.970000000000027,292.58,303.51,2008-06
Red Sea,Egypt,9.0,0.0,24.910000000000025,291.54,303.35,2006-04
Red Sea,Egypt,10.0,0.0,25.210000000000036,293.04,303.63,2008-06
Red Sea,Egypt,5.0,0.0,25.210000000000036,293.04,303.63,2008-06
Red Sea,Egypt,5.0,0.0,24.260000000000048,292.26,302.39,2009-05
Red Sea,Egypt,10.0,0.0,24.260000000000048,292.26,302.39,2009-05
Red Sea,Egypt,10.0,0.0,25.150000000000034,292.53,303.72,2003-10
Red Sea,Egypt,10.0,0.0,25.189999999999998,292.54,303.92,2003-06
Red Sea,Egypt,10.0,0.0,25.02000000000004,292.02,304.04,2003-10
Red Sea,Egypt,5.0,0.0,25.02000000000004,292.02,304.04,2008-06
Red Sea,Egypt,10.0,0.0,25.02000000000004,292.02,304.04,2008-06
Red Sea,Egypt,10.0,0.0,25.02000000000004,292.02,304.04,2003-06
Red Sea,Egypt,10.0,0.0,25.02000000000004,292.02,304.04,2009-05
Red Sea,Egypt,10.0,0.0,25.02000000000004,292.02,304.04,2007-05
Red Sea,Egypt,5.0,0.0,25.02000000000004,292.02,304.04,2009-05
Red Sea,Egypt,10.0,0.0,24.689999999999998,292.82,303.27,2007-05
Red Sea,Egypt,5.0,0.0,24.689999999999998,292.82,303.27,2009-05
Red Sea,Egypt,10.0,0.0,24.689999999999998,292.82,303.27,2009-05
Red Sea,Egypt,10.0,0.0,24.100000000000023,291.98,302.73,2014-03
Red Sea,Egypt,10.0,0.0,24.100000000000023,291.98,302.73,2012-09
Red Sea,Egypt,5.0,0.0,24.07000000000005,291.8,302.75,2007-09
Red Sea,Egypt,10.0,0.0,24.07000000000005,291.8,302.75,2009-08
Red Sea,Egypt,5.0,0.0,24.07000000000005,291.8,302.75,2009-09
Red Sea,Egypt,10.0,0.0,24.07000000000005,291.8,302.75,2010-08
Red Sea,Egypt,5.0,0.0,24.07000000000005,291.8,302.75,2010-08
Red Sea,Egypt,5.0,0.0,24.07000000000005,291.8,302.75,2011-09
Red Sea,Egypt,10.0,0.0,24.07000000000005,291.8,302.75,2007-08
Red Sea,Egypt,10.0,0.0,24.04000000000002,291.73,302.88,2019-09
Red Sea,Egypt,10.0,0.0,24.04000000000002,291.73,302.88,2019-05
Red Sea,Egypt,10.0,0.0,24.04000000000002,291.73,302.88,2018-05
Red Sea,Egypt,10.0,0.0,24.04000000000002,291.73,302.88,2018-08
Red Sea,Egypt,5.0,0.0,24.04000000000002,291.73,302.88,2019-05
Red Sea,Egypt,5.0,0.0,24.04000000000002,291.73,302.88,2018-08
Red Sea,Egypt,10.0,0.0,24.0,291.73,302.88,2016-09
Red Sea,Egypt,10.0,0.0,24.0,291.73,302.88,2015-09
Red Sea,Egypt,10.0,0.0,24.0,291.73,302.88,2014-03
Red Sea,Egypt,10.0,0.0,24.0,291.73,302.88,2011-09
Red Sea,Egypt,10.0,0.0,24.0,291.73,302.88,2007-09
Red Sea,Egypt,10.0,0.0,24.0,291.73,302.88,2009-08
Red Sea,Egypt,5.0,0.0,24.0,291.73,302.88,2009-09
Red Sea,Egypt,10.0,0.0,24.0,291.73,302.88,2010-08
Red Sea,Egypt,5.0,0.0,24.0,291.73,302.88,2010-09
Red Sea,Egypt,5.0,0.0,24.0,291.73,302.88,2011-09
Red Sea,Egypt,6.0,0.0,24.0,291.73,302.88,2004-11
Red Sea,Egypt,11.0,0.0,24.03000000000003,291.74,302.98,2005-07
Red Sea,Egypt,5.0,0.0,24.04000000000002,291.73,302.88,2019-09
Red Sea,Egypt,10.0,0.0,24.04000000000002,291.73,302.88,2019-12
Red Sea,Egypt,5.0,0.0,24.04000000000002,291.73,302.88,2019-06
Red Sea,Egypt,5.0,0.0,24.0,291.73,302.88,2016-09
Red Sea,Egypt,10.0,0.0,24.0,291.73,302.88,2013-09
Red Sea,Egypt,5.0,0.0,24.0,291.73,302.88,2014-03
Red Sea,Egypt,10.0,0.0,24.0,291.73,302.88,2015-01
Red Sea,Egypt,10.0,0.0,24.0,291.73,302.88,2015-03
Red Sea,Egypt,5.0,0.0,24.0,291.73,302.88,2013-09
Red Sea,Egypt,5.0,0.0,24.04000000000002,291.73,302.88,2018-04
Red Sea,Egypt,10.0,0.0,24.04000000000002,291.73,302.88,2018-04
Red Sea,Egypt,5.0,0.0,24.0,291.73,302.88,2015-09
Red Sea,Egypt,5.0,0.0,24.0,291.73,302.88,2015-01
Red Sea,Egypt,5.0,0.0,24.0,291.73,302.88,2009-08
Red Sea,Egypt,10.0,0.0,24.0,291.73,302.88,2013-03
Red Sea,Egypt,5.0,0.0,24.0,291.73,302.88,2010-08
Red Sea,Egypt,6.0,0.0,24.0,291.73,302.88,2011-01
Red Sea,Egypt,10.0,0.0,24.0,291.73,302.88,2011-01
Red Sea,Egypt,10.0,0.0,24.0,291.73,302.88,2012-03
Red Sea,Egypt,5.0,0.0,24.0,291.73,302.88,2012-09
Red Sea,Egypt,10.0,0.0,24.0,291.73,302.88,2012-09
Red Sea,Egypt,5.0,0.0,24.0,291.73,302.88,2013-03
Red Sea,Egypt,10.0,0.0,24.0,291.73,302.88,2011-04
Red Sea,Egypt,10.0,0.0,24.0,291.73,302.88,2004-11
Red Sea,Egypt,5.0,0.0,23.970000000000027,291.67,302.45,2008-06
Red Sea,Egypt,5.0,0.0,23.970000000000027,291.67,302.45,2007-08
Red Sea,Egypt,10.0,0.0,23.900000000000034,291.69,302.25,2015-01
Red Sea,Egypt,10.0,0.0,23.900000000000034,291.69,302.25,2010-08
Red Sea,Egypt,5.0,0.0,23.900000000000034,291.69,302.25,2010-09
Red Sea,Egypt,10.0,0.0,23.900000000000034,291.69,302.25,2011-08
Red Sea,Egypt,5.0,0.0,23.900000000000034,291.69,302.25,2011-09
Red Sea,Egypt,5.0,0.0,23.900000000000034,291.69,302.25,2014-03
Red Sea,Egypt,5.0,0.0,23.900000000000034,291.69,302.25,2014-12
Red Sea,Egypt,5.0,0.0,23.900000000000034,291.69,302.25,2015-04
Red Sea,Egypt,10.0,0.0,23.900000000000034,291.69,302.25,2015-09
Red Sea,Egypt,10.0,0.0,23.900000000000034,291.69,302.25,2016-09
Red Sea,Egypt,10.0,0.0,23.939999999999998,291.69,302.25,2018-05
Red Sea,Egypt,5.0,0.0,23.939999999999998,291.69,302.25,2018-08
Red Sea,Egypt,10.0,0.0,23.939999999999998,291.69,302.25,2019-06
Red Sea,Egypt,10.0,0.0,23.900000000000034,291.69,302.25,2014-03
Red Sea,Egypt,10.0,0.0,23.939999999999998,291.69,302.25,2019-09
Red Sea,Egypt,10.0,0.0,23.900000000000034,291.69,302.25,2009-09
Red Sea,Egypt,5.0,0.0,23.900000000000034,291.69,302.25,2009-09
Red Sea,Egypt,4.0,0.0,23.900000000000034,291.69,302.25,2012-05
Red Sea,Egypt,11.0,0.0,23.900000000000034,291.69,302.25,2012-05
Red Sea,Egypt,5.0,0.0,23.900000000000034,291.69,302.25,2004-11
Red Sea,Egypt,10.0,0.0,23.870000000000005,291.65,302.26,2019-09
Red Sea,Egypt,10.0,0.0,23.870000000000005,291.65,302.26,2019-12
Red Sea,Egypt,10.0,0.0,23.83000000000004,291.65,302.15,2013-03
Red Sea,Egypt,10.0,0.0,23.83000000000004,291.65,302.15,2014-12
Red Sea,Egypt,10.0,0.0,23.83000000000004,291.65,302.15,2009-09
Red Sea,Egypt,10.0,0.0,23.83000000000004,291.65,302.15,2009-02
Red Sea,Egypt,5.0,0.0,23.83000000000004,291.65,302.15,2009-02
Red Sea,Egypt,10.0,0.0,23.83000000000004,291.65,302.15,2007-08
Red Sea,Egypt,5.0,0.0,23.83000000000004,291.65,302.15,2007-08
Red Sea,Egypt,5.0,0.0,23.83000000000004,291.65,302.15,2013-03
Red Sea,Egypt,5.0,0.0,23.83000000000004,291.65,302.15,2013-09
Red Sea,Egypt,10.0,0.0,23.83000000000004,291.65,302.15,2013-09
Red Sea,Egypt,5.0,0.0,23.83000000000004,291.65,302.15,2011-09
Red Sea,Egypt,10.0,0.0,23.83000000000004,291.65,302.15,2014-03
Red Sea,Egypt,10.0,0.0,23.870000000000005,291.65,302.26,2019-06
Red Sea,Egypt,10.0,0.0,23.83000000000004,291.65,302.15,2011-09
Red Sea,Egypt,5.0,0.0,23.83000000000004,291.65,302.15,2015-09
Red Sea,Egypt,10.0,0.0,23.83000000000004,291.65,302.15,2016-09
Red Sea,Egypt,10.0,0.0,23.870000000000005,291.65,302.26,2018-05
Red Sea,Egypt,5.0,0.0,23.870000000000005,291.65,302.26,2018-05
Red Sea,Egypt,5.0,0.0,23.870000000000005,291.65,302.26,2018-08
Red Sea,Egypt,5.0,0.0,23.870000000000005,291.65,302.26,2019-05
Red Sea,Egypt,5.0,0.0,23.83000000000004,291.65,302.15,2014-03
Red Sea,Egypt,10.0,0.0,23.83000000000004,291.65,302.15,2010-08
Red Sea,Egypt,10.0,0.0,23.83000000000004,291.65,302.15,2004-11
Red Sea,Egypt,10.0,0.0,23.83000000000004,291.65,302.15,2015-09
Red Sea,Egypt,10.0,0.0,23.83000000000004,291.65,302.15,2015-08
Red Sea,Egypt,10.0,0.0,23.83000000000004,291.65,302.15,2015-03
Red Sea,Egypt,8.0,0.0,23.83000000000004,291.65,302.15,2005-08
Red Sea,Egypt,10.0,0.0,23.870000000000005,291.65,302.26,2018-04
Red Sea,Egypt,10.0,0.0,23.870000000000005,291.65,302.26,2018-08
Red Sea,Egypt,5.5,0.0,23.83000000000004,291.65,302.15,2004-11
Red Sea,Egypt,10.0,0.0,23.83000000000004,291.65,302.15,2010-09
Red Sea,Egypt,5.0,0.0,23.83000000000004,291.65,302.15,2009-09
Red Sea,Egypt,10.0,0.0,23.83000000000004,291.65,302.15,2009-08
Red Sea,Egypt,5.0,0.0,23.870000000000005,291.65,302.26,2019-09
Red Sea,Egypt,5.0,0.0,23.83000000000004,291.65,302.15,2014-12
Red Sea,Egypt,10.0,0.0,23.83000000000004,291.65,302.15,2012-03
Red Sea,Egypt,5.0,0.0,23.83000000000004,291.65,302.15,2012-09
Red Sea,Egypt,10.0,0.0,23.83000000000004,291.65,302.15,2012-09
Red Sea,Egypt,5.0,0.0,23.83000000000004,291.65,302.15,2015-03
Red Sea,Egypt,10.0,0.0,23.83000000000004,291.65,302.15,2011-04
Red Sea,Egypt,6.5,0.0,23.83000000000004,291.65,302.15,2005-07
Red Sea,Egypt,5.0,0.0,23.83000000000004,291.65,302.15,2004-05
Red Sea,Egypt,5.0,0.0,23.83000000000004,291.65,302.15,2011-04
Red Sea,Egypt,10.4,0.0,23.83000000000004,291.65,302.15,2005-07
Red Sea,Egypt,10.0,0.0,23.83000000000004,291.65,302.15,2011-01
Red Sea,Egypt,5.0,0.0,23.83000000000004,291.65,302.15,2010-09
Red Sea,Egypt,5.0,0.0,23.83000000000004,291.65,302.15,2011-01
Red Sea,Egypt,5.0,0.0,23.83000000000004,291.65,302.15,2010-08
Red Sea,Egypt,5.0,0.0,23.840000000000032,291.64,302.45,2019-09
Red Sea,Egypt,10.0,0.0,23.840000000000032,291.64,302.45,2019-09
Red Sea,Egypt,5.0,0.0,23.79000000000002,291.64,302.45,2013-09
Red Sea,Egypt,10.0,0.0,23.79000000000002,291.64,302.45,2013-03
Red Sea,Egypt,5.0,0.0,23.79000000000002,291.64,302.45,2013-03
Red Sea,Egypt,5.0,0.0,23.79000000000002,291.64,302.45,2014-03
Red Sea,Egypt,10.0,0.0,23.79000000000002,291.64,302.45,2014-03
Red Sea,Egypt,10.0,0.0,23.79000000000002,291.64,302.45,2015-04
Red Sea,Egypt,10.0,0.0,23.840000000000032,291.64,302.45,2018-05
Red Sea,Egypt,5.0,0.0,23.840000000000032,291.64,302.45,2019-05
Red Sea,Egypt,10.0,0.0,23.79000000000002,291.64,302.45,2013-09
Red Sea,Egypt,5.0,0.0,23.79000000000002,291.64,302.45,2012-09
Red Sea,Egypt,10.0,0.0,23.79000000000002,291.64,302.45,2012-03
Red Sea,Egypt,5.0,0.0,23.840000000000032,291.64,302.45,2018-08
Red Sea,Egypt,10.0,0.0,23.79000000000002,291.64,302.45,2012-09
Red Sea,Egypt,10.0,0.0,23.74000000000001,291.64,301.84,2004-11
Red Sea,Egypt,5.0,0.0,23.74000000000001,291.64,301.84,2004-11
Red Sea,Egypt,5.0,0.0,,,,2008-06
Red Sea,Jordan,5.0,0.0,23.420000000000016,291.9,303.03,2008-10
Red Sea,Jordan,10.0,0.0,23.420000000000016,291.9,303.03,2008-10
Red Sea,Saudi Arabia,5.0,0.0,28.83000000000004,295.88,307.6,2009-01
Red Sea,Saudi Arabia,10.0,0.0,28.83000000000004,295.88,307.6,2009-01
Red Sea,Saudi Arabia,5.0,0.0,29.470000000000027,297.08,306.64,2009-01
Red Sea,Saudi Arabia,5.0,0.0,29.03000000000003,296.5,307.1,2009-01
Red Sea,Saudi Arabia,5.0,0.0,27.99000000000001,294.14,306.39,2008-12
Red Sea,Saudi Arabia,10.0,0.0,27.99000000000001,294.14,306.39,2008-12
Red Sea,Saudi Arabia,5.0,0.0,27.75,294.11,306.91,2008-12
Red Sea,Saudi Arabia,10.0,0.0,27.75,294.11,306.91,2008-12
Red Sea,Saudi Arabia,5.0,0.0,26.660000000000025,293.44,306.02,2008-12
Red Sea,Saudi Arabia,5.0,0.0,25.890000000000043,293.14,304.74,2008-12
Red Sea,Saudi Arabia,10.0,0.0,25.890000000000043,293.14,304.74,2008-12
Red Sea,Saudi Arabia,5.0,0.0,23.890000000000043,291.67,302.38,2008-12
Red Sea,Saudi Arabia,10.0,0.0,23.890000000000043,291.67,302.38,2008-12
Red Sea,Saudi Arabia,10.0,0.0,23.510000000000048,291.63,303.14,2008-12
Red Sea,Saudi Arabia,5.0,0.0,23.510000000000048,291.63,303.14,2008-12
